fold,feature_set,model,horizon_steps,horizon_minutes,n,p,n_train,n_val,n_test,runtime_s,train_MAE,train_RMSE,train_R2,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2,feature_display_name,main_manuscript_configuration
fold_5,AR_AirT,XGBoost,12,120,11440,4,5392,1008,1008,0.0845041275024414,0.9104288289583106,1.263832259086921,0.701583060341787,1.019425687416859,1.3164818900409105,0.30240361741496824,0.936479460499274,1.193603725633996,0.2974712752368066,AR-AirT,True
fold_1,AR_AirT,iTransformer,12,120,11440,4,9424,1008,1008,5.268589019775391,1.0287171525537502,1.4462110811962312,0.5874735843274216,0.609901955998133,0.8239163583309469,0.6809582825812754,0.5513458204269409,0.7550214942663214,0.6978103100099069,AR-AirT,True
fold_2,AR_AirT,iTransformer,12,120,11440,4,8416,1008,1008,3.6214160919189453,1.0646105042014897,1.4794136343398752,0.5411977273143591,0.8432410047167822,1.1224974617735095,0.600427417397611,0.727951704585363,0.952996850086559,0.5731609411321982,AR-AirT,True
fold_3,AR_AirT,iTransformer,12,120,11440,4,7408,1008,1008,3.223705530166626,1.1009784845873853,1.5300692492374441,0.5318293103703771,0.7130731687091646,0.9449749697509806,0.5682766309043971,0.9026691109036641,1.1831176396267107,0.5561044366120202,AR-AirT,True
fold_4,AR_AirT,iTransformer,12,120,11440,4,6400,1008,1008,4.052750825881958,1.1300060015336804,1.5585022238996344,0.5422303679814675,0.7857829528384739,1.0198903123552252,0.487078754768018,0.7184405612188672,0.92596658048829,0.5854703760163142,AR-AirT,True
fold_5,AR_AirT,iTransformer,12,120,11440,4,5392,1008,1008,2.0642855167388916,1.21404407874652,1.67034301030699,0.47873816626054677,0.8506391037952271,1.1208094642288797,0.49436396098774127,0.8254369801062126,1.0681739311579845,0.4373637570492257,AR-AirT,True
fold_1,AR_AirT_PAR,PatchTST,12,120,11440,5,9424,1008,1008,2.4507648944854736,1.0274275943239213,1.4264506870136398,0.5986697287457416,0.6339472900118145,0.7903729002244726,0.7064072645336463,0.6588259085397871,0.7891005358793248,0.6699150763125012,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,PatchTST,12,120,11440,5,8416,1008,1008,2.1507232189178467,1.0311392439832487,1.4347549607487917,0.5684791378129708,0.9149036478617834,1.143857902807021,0.5850754807665832,0.8333390496269103,1.015201966972947,0.515620087530454,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,PatchTST,12,120,11440,5,7408,1008,1008,2.9608147144317627,1.0664167071192512,1.4834376517098344,0.5599311357699196,0.7387186588992336,0.9047057330466163,0.6042876250199715,1.0478855100510611,1.2515685929469305,0.5032541378995732,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,PatchTST,12,120,11440,5,6400,1008,1008,2.079071044921875,1.0863937468281768,1.5177910620798614,0.5658337024258706,0.7894826753555783,0.9997245137722068,0.5071617150868019,0.7841663326644032,0.9607621632903743,0.5537309895031595,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,PatchTST,12,120,11440,5,5392,1008,1008,2.633070707321167,1.1263602887799224,1.5603728421280871,0.5451152627429834,0.816167248787575,1.0648399825360537,0.5436026219620032,0.8330141209799146,1.071613541160204,0.43373445095011265,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,RF,12,120,11440,5,9424,1008,1008,0.2953605651855469,0.5793181497356953,0.8216285375868118,0.8668505355534362,0.7009883184374305,0.8839693035706496,0.6327552537794839,0.802796761234402,1.0710976094418163,0.39183823563137266,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,RF,12,120,11440,5,8416,1008,1008,0.27817416191101074,0.5921735164886797,0.8302071397352285,0.8555161669179624,1.4686833081861632,2.120856925901711,-0.4264208849915938,1.2724760768108938,1.5647584247101969,-0.15073631892185335,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,RF,12,120,11440,5,7408,1008,1008,0.2917971611022949,0.6120346747593473,0.8511761172623057,0.8551158404923523,0.7345158318949363,1.0093695472955504,0.5074329653689587,1.6046444532765298,2.2088335408962685,-0.5472159085227204,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,RF,12,120,11440,5,6400,1008,1008,0.2625770568847656,0.6029550510326614,0.847578621133476,0.8646082775033821,0.9061194881753595,1.1354539853010108,0.3642551763689057,0.8212525837896526,1.0889478283163456,0.42670375997839516,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,RF,12,120,11440,5,5392,1008,1008,0.2415323257446289,0.6141931830396935,0.862786672751668,0.8609242356615538,1.0101863007583225,1.2118044539420034,0.4089291654580086,0.9940901350753968,1.252605698342717,0.22630013526505732,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,Ridge,12,120,11440,5,9424,1008,1008,0.0,1.0269346782561894,1.3831901986256943,0.6226431836180559,0.8488978131224457,0.9995125409667656,0.5304760841675477,0.9874414326865069,1.1125613095251066,0.34384126023649886,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,Ridge,12,120,11440,5,8416,1008,1008,0.0009999275207519531,1.0519381007546227,1.4109724836260427,0.5826663386489572,1.0153734187692083,1.2072114250828994,0.53784078238108,1.0048170046333245,1.1603800663495087,0.36717774699607353,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,Ridge,12,120,11440,5,7408,1008,1008,0.0010001659393310547,1.1014621525316157,1.4656388570532033,0.5704279782292859,0.7376055429032303,0.932197969299672,0.5798723621783204,1.068193299690675,1.2614401779735707,0.4953871978550167,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,Ridge,12,120,11440,5,6400,1008,1008,0.0,1.1483525097763931,1.5219209094973298,0.5634677905389539,0.849893844876646,1.0518616572269752,0.45441678139514396,0.7728182378279496,0.9664585621923932,0.5484234064504419,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,Ridge,12,120,11440,5,5392,1008,1008,0.0,1.207068493192546,1.5850336128678455,0.5306232729718527,0.9190436021870093,1.1532623297584244,0.4646588169006255,0.8907095081814184,1.0962522552424248,0.40739576002814537,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,TimeMixer,12,120,11440,5,9424,1008,1008,1.3644709587097168,1.0399700641516627,1.4192249630772773,0.60272532913763,0.7248239396867298,0.8854186790694876,0.6315499813782093,0.7980753750271267,0.940398175333497,0.5312032764079564,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,TimeMixer,12,120,11440,5,8416,1008,1008,1.2190117835998535,1.071659594818959,1.4570209346877256,0.554981658934756,0.9438494773138135,1.1713367218543929,0.564900621447538,0.8560562087619115,1.0477088977325204,0.4841036114164051,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,TimeMixer,12,120,11440,5,7408,1008,1008,2.649725914001465,1.0734518249735614,1.4500824446516438,0.5794986093223455,0.6083746446881975,0.8233097518246785,0.6722886627048456,1.0103039604520039,1.2647414710556508,0.49274251497928034,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,TimeMixer,12,120,11440,5,6400,1008,1008,2.7176055908203125,1.1167230935599368,1.4938953091039897,0.5793969156634305,0.8099654659644636,1.0222566849835624,0.4846958104837785,0.6618162323179698,0.8724547617248871,0.6319974891836428,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,TimeMixer,12,120,11440,5,5392,1008,1008,0.9910683631896973,1.1973643376575036,1.6091500647327173,0.5162313807504457,0.850460717581749,1.1087858640916242,0.5051542980701642,0.8486271413419613,1.0646949696429997,0.4410227160333493,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,XGBoost,12,120,11440,5,9424,1008,1008,0.09750866889953613,0.7296080235008358,1.0043346858584832,0.8010493706893941,0.7409183669468713,0.9003830880006947,0.6189904325325819,0.8938157581904576,1.0678431783700213,0.3955283077329079,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,XGBoost,12,120,11440,5,8416,1008,1008,0.0860452651977539,0.74786009446394,1.0189056500243427,0.7823722521213947,1.4642780437923613,2.0600932453295058,-0.3458563306465632,1.3231816253207977,1.6207690440759173,-0.23459208923249708,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,XGBoost,12,120,11440,5,7408,1008,1008,0.1005098819732666,0.7685784153130868,1.0419730056225298,0.782882423589667,0.7293311977278348,1.0161810278149894,0.5007626010071025,1.701206134463113,2.3384504881907793,-0.7341286106116409,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,XGBoost,12,120,11440,5,6400,1008,1008,0.07604050636291504,0.7667030206880355,1.0453389903716477,0.794057289159725,0.9017100271346076,1.1298614619769307,0.3705023020794528,0.8468111377724713,1.1249312984467137,0.3881894700119841,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,XGBoost,12,120,11440,5,5392,1008,1008,0.08850383758544922,0.7803073558223037,1.060268587331069,0.7899723907668108,1.0417901290105585,1.3015853253761147,0.3181015102513197,1.0098770790503768,1.2858431063735365,0.18469573054622423,AR-AirT-PAR,False
fold_1,AR_AirT_PAR,iTransformer,12,120,11440,5,9424,1008,1008,4.3911049365997314,1.0029492652241956,1.3774443726777081,0.6257717817537692,0.6465576247563436,0.8158201520598876,0.6871975967530202,0.674131106270684,0.8274412488546594,0.6370595724593403,AR-AirT-PAR,False
fold_2,AR_AirT_PAR,iTransformer,12,120,11440,5,8416,1008,1008,2.3702526092529297,1.0622904511907834,1.4564619463217836,0.5553230574016809,0.9397733817024835,1.176625127115008,0.5609629388169601,0.8182211882727487,1.0341430963307268,0.4973768386355675,AR-AirT-PAR,False
fold_3,AR_AirT_PAR,iTransformer,12,120,11440,5,7408,1008,1008,3.01594877243042,1.0798535019970419,1.4454521773225848,0.5821797331650083,0.658031229064578,0.8818478395643955,0.624030809132778,1.1848457859432886,1.4699299251733258,0.31479865257887785,AR-AirT-PAR,False
fold_4,AR_AirT_PAR,iTransformer,12,120,11440,5,6400,1008,1008,2.071042776107788,1.1290128045972252,1.530514858161227,0.5585238707629616,0.7805526510117545,1.0099691463180096,0.49700928510381515,0.6395854046988109,0.8611242441195381,0.6414938746795764,AR-AirT-PAR,False
fold_5,AR_AirT_PAR,iTransformer,12,120,11440,5,5392,1008,1008,2.411635637283325,1.1686265728890308,1.5777296084794055,0.5349391822262668,0.8736398906030637,1.0932990702561272,0.5188811207669969,0.7961954705677335,1.0277294789579516,0.47916353517913446,AR-AirT-PAR,False
fold_1,AR_AirT_PAR_window,PatchTST,12,120,11440,9,9424,1008,1008,10.302260160446167,0.8263409196871492,1.1457216738285894,0.7410912957664169,0.44269518118056034,0.6332436620397499,0.8115383770270154,0.5937898022787911,0.8919730627956797,0.5782408723429469,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,PatchTST,12,120,11440,9,8416,1008,1008,2.3907928466796875,1.059264795631271,1.4298021319218552,0.5714532485030541,1.134256426039196,1.3617714048726384,0.4119241212176682,1.0787890870987422,1.2533032397987458,0.2617668417116006,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,PatchTST,12,120,11440,9,7408,1008,1008,4.4240968227386475,0.9602164272832662,1.2978766541445808,0.6631404316082958,0.6639455064570281,0.8694471533928292,0.6345303418214363,1.0193924816071038,1.3075118900617377,0.4578540233391051,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,PatchTST,12,120,11440,9,6400,1008,1008,2.5290145874023438,1.0872142708003891,1.4526892596252023,0.6022798658810076,0.8122445416072058,1.004414833094578,0.5025264552914371,0.751885622947935,0.9435076918983483,0.5696162777053675,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,PatchTST,12,120,11440,9,5392,1008,1008,1.8582336902618408,1.1888720669655766,1.5869204697144101,0.5295050962595099,0.9438185926947052,1.1681338802762065,0.4507631318135834,0.8396925856070543,1.0601468447284832,0.445788153149948,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,RF,12,120,11440,9,9424,1008,1008,0.3101367950439453,0.5456513159802073,0.7722236413877355,0.8823817860846449,0.6167626380935961,0.7890860314599499,0.7073625294348602,0.7726610965154452,1.0175013267827044,0.4511786717082883,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,RF,12,120,11440,9,8416,1008,1008,0.29554057121276855,0.5567596699089851,0.7798647763340043,0.8725074119117454,1.4270390019489954,2.0791165239800993,-0.3708268601219673,1.23904310365779,1.5591616295850554,-0.14251918161636912,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,RF,12,120,11440,9,7408,1008,1008,0.27884817123413086,0.5752953647473038,0.7995971589383949,0.8721429936860945,0.6731523071849326,0.9336424632160353,0.5785693299294283,1.5384087473138996,2.148894960892358,-0.46438516412619535,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,RF,12,120,11440,9,6400,1008,1008,0.26607275009155273,0.5676819995222229,0.793626216270511,0.881296332484985,0.8998223297464151,1.1247726344104543,0.3761599714030348,0.7668881144175813,1.0336713375296769,0.48342915026952527,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,RF,12,120,11440,9,5392,1008,1008,0.26954054832458496,0.5826481319154988,0.8141373032219926,0.8761659981547707,1.0592399878885443,1.3241058103216137,0.29430047663820935,0.9775987227288834,1.2325445756477353,0.25088408413683605,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,Ridge,12,120,11440,9,9424,1008,1008,0.0,1.0179603153251435,1.371948880079896,0.628751888930611,0.8134344286344954,0.9638838237859301,0.5633528729582205,0.9505319903012089,1.0764056371917328,0.38579557747844595,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,Ridge,12,120,11440,9,8416,1008,1008,0.0009987354278564453,1.045866063382717,1.4015901412184282,0.588198053774057,0.9868624084681881,1.1770530579797118,0.5606435309277192,0.9707625338584449,1.1247516948595675,0.4054415773089515,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,Ridge,12,120,11440,9,7408,1008,1008,0.0010006427764892578,1.0952170445804448,1.4557365097537451,0.5762130341820502,0.7302177698477832,0.9266237130666632,0.584881807089489,1.0346180629597044,1.227215523965619,0.5223974618643055,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,Ridge,12,120,11440,9,6400,1008,1008,0.0010004043579101562,1.1427378590269412,1.512155357481209,0.5690519192112742,0.8388440948584698,1.03936789243191,0.46730042752013556,0.7629772587968736,0.9579311486866665,0.5563570977201963,AR-LeafParents-window,False
fold_5,AR_AirT_PAR_window,Ridge,12,120,11440,9,5392,1008,1008,0.001031637191772461,1.2010919151529054,1.5745355584915073,0.5368202699581093,0.9210047958660461,1.1503424131349533,0.4673662195909618,0.8815733569074913,1.0839122980206384,0.4206619643919395,AR-LeafParents-window,False
fold_1,AR_AirT_PAR_window,TimeMixer,12,120,11440,9,9424,1008,1008,4.420886516571045,1.0127291409139998,1.3834707339042656,0.6224900989084672,0.7078477480297997,0.8792527670272375,0.6366637656954008,0.8757822061720346,1.0287164034830187,0.4390135879425008,AR-LeafParents-window,False
fold_2,AR_AirT_PAR_window,TimeMixer,12,120,11440,9,8416,1008,1008,1.1815977096557617,1.1220408327599616,1.4736328807502257,0.5447762277314582,1.0617452095425317,1.2140053520616167,0.5326242789817548,1.0832939129783992,1.2130141347166405,0.3084669412774479,AR-LeafParents-window,False
fold_3,AR_AirT_PAR_window,TimeMixer,12,120,11440,9,7408,1008,1008,1.8911974430084229,1.0959483830725676,1.472411583840421,0.5664486950069627,0.6699324269521804,0.8850013421512637,0.6213370570798376,1.0781255763674538,1.2905905745290933,0.47179571084712235,AR-LeafParents-window,False
fold_4,AR_AirT_PAR_window,TimeMixer,12,120,11440,9,6400,1008,1008,2.4327785968780518,1.1158833054695927,1.5056882882080769,0.5727301279699705,0.8101556719926299,1.0273214557510526,0.4795770120396966,0.6948511380997915,0.9245011970068399,0.5867813611469442,AR-LeafParents-window,False
