time,deltaT_raw,sensor_scenario,event_h10,event_h30,event_h60,event_h120
2024-09-02 22:00:00,,noise_5,,,,
2024-09-02 22:10:00,,noise_5,,,,
2024-09-02 22:20:00,,noise_5,,,,
2024-09-02 22:30:00,,noise_5,,,,
2024-09-02 22:40:00,,noise_5,,,,
2024-09-02 22:50:00,,noise_5,,,,
2024-09-02 23:00:00,,noise_5,,,,
2024-09-02 23:10:00,,noise_5,,,,
2024-09-02 23:20:00,,noise_5,,,,
2024-09-02 23:30:00,,noise_5,,,,
2024-09-02 23:40:00,,noise_5,,,,
2024-09-02 23:50:00,,noise_5,,,,
2024-09-03 00:00:00,,noise_5,,,,
2024-09-03 00:10:00,,noise_5,,,,
2024-09-03 00:20:00,,noise_5,,,,
2024-09-03 00:30:00,,noise_5,,,,
2024-09-03 00:40:00,,noise_5,,,,
2024-09-03 00:50:00,,noise_5,,,,
2024-09-03 01:00:00,,noise_5,,,,
2024-09-03 01:10:00,,noise_5,,,,
2024-09-03 01:20:00,,noise_5,,,,
