time,sensor_scenario,compartment/leaf_temperature,compartment/air_temperature,deltaT_raw
2024-09-05 16:40:00,noise_5,,28.13232098411091,
2024-09-05 16:50:00,noise_5,,27.632626270234194,
2024-09-05 17:00:00,noise_5,,27.707165488696276,
2024-09-05 17:10:00,noise_5,,26.590182650535098,
2024-09-05 17:20:00,noise_5,,26.64364321156419,
2024-09-05 17:30:00,noise_5,,25.67051702768745,
2024-09-05 17:40:00,noise_5,,25.1796671787594,
2024-09-05 17:50:00,noise_5,,25.57600559602035,
2024-09-05 18:00:00,noise_5,,24.80080279241608,
2024-09-05 18:10:00,noise_5,,24.87817971860866,
2024-09-05 18:20:00,noise_5,,25.045185198831984,
2024-09-05 18:30:00,noise_5,,24.942177354826605,
2024-09-05 18:40:00,noise_5,,24.54903386338618,
2024-09-05 18:50:00,noise_5,,24.463489879515656,
2024-09-05 19:00:00,noise_5,,24.34762428473094,
2024-09-05 19:10:00,noise_5,,23.861151789384593,
2024-09-05 19:20:00,noise_5,,23.77159912951525,
2024-09-05 19:30:00,noise_5,,23.60663825776807,
2024-09-05 19:40:00,noise_5,,23.39956027012149,
2024-09-05 19:50:00,noise_5,,23.24275156369455,
2024-09-05 20:00:00,noise_5,,23.328765809661725,
2024-09-05 20:10:00,noise_5,,23.10200213360185,
2024-09-05 20:20:00,noise_5,,22.798083223325943,
2024-09-05 20:30:00,noise_5,,22.69545094125962,
2024-09-05 20:40:00,noise_5,,22.40838615804149,
2024-09-05 20:50:00,noise_5,,22.528758653894155,
2024-09-05 21:00:00,noise_5,,22.47833433140509,
2024-09-05 21:10:00,noise_5,,22.256137670576162,
2024-09-05 21:20:00,noise_5,,22.07781714272082,
2024-09-05 21:30:00,noise_5,,22.045795006976746,
2024-09-05 21:40:00,noise_5,,21.996480691030943,
2024-09-05 21:50:00,noise_5,,21.80327210691264,
2024-09-05 22:00:00,noise_5,,21.659518694160216,
2024-09-05 22:10:00,noise_5,,21.529743606026187,
2024-09-05 22:20:00,noise_5,,21.12399510918949,
2024-09-05 22:30:00,noise_5,,21.105820853412165,
2024-09-05 22:40:00,noise_5,,21.01684298877917,
2024-09-05 22:50:00,noise_5,,20.68688737772013,
2024-09-05 23:00:00,noise_5,,20.73542886935967,
2024-09-05 23:10:00,noise_5,,20.51495272224185,
2024-09-05 23:20:00,noise_5,,20.60939223900852,
2024-09-05 23:30:00,noise_5,,20.504412546344746,
2024-09-05 23:40:00,noise_5,,21.048510592022428,
2024-09-05 23:50:00,noise_5,,20.933024976773865,
2024-09-06 00:00:00,noise_5,,20.923516113286375,
2024-09-06 00:10:00,noise_5,,20.99789236934962,
2024-09-06 00:20:00,noise_5,,20.636217404659995,
2024-09-06 00:30:00,noise_5,,21.00611208927634,
2024-09-06 00:40:00,noise_5,,20.746632813851814,
2024-09-06 00:50:00,noise_5,,20.960586696444775,
2024-09-06 01:00:00,noise_5,,21.3636172443102,
2024-09-06 01:10:00,noise_5,,21.33877431441261,
2024-09-06 01:20:00,noise_5,,21.01708474313896,
2024-09-06 01:30:00,noise_5,,21.084074668181014,
2024-09-06 01:40:00,noise_5,,21.11765074685358,
2024-09-06 01:50:00,noise_5,,21.168390213347895,
2024-09-06 02:00:00,noise_5,,20.965563315757635,
2024-09-06 02:10:00,noise_5,,20.90180523879866,
2024-09-06 02:20:00,noise_5,,20.680888457698263,
2024-09-06 02:30:00,noise_5,,20.624781242375022,
2024-09-06 02:40:00,noise_5,,20.339047815396945,
2024-09-06 02:50:00,noise_5,,20.387493950475037,
2024-09-06 03:00:00,noise_5,,20.105077259665716,
2024-09-06 03:10:00,noise_5,,20.135881980421733,
2024-09-06 03:20:00,noise_5,,19.991278830043008,
2024-09-06 03:30:00,noise_5,,20.173801575799843,
2024-09-06 03:40:00,noise_5,,19.93931745984064,
2024-09-06 03:50:00,noise_5,,19.773772662383735,
2024-09-06 04:00:00,noise_5,,19.62477475866997,
2024-09-06 04:10:00,noise_5,,20.012772523566756,
2024-09-06 04:20:00,noise_5,,20.40952272030718,
2024-09-06 04:30:00,noise_5,,20.735208805163087,
2024-09-06 04:40:00,noise_5,,20.799581786838097,
2024-09-06 04:50:00,noise_5,,20.854480082900512,
2024-09-06 05:00:00,noise_5,,20.742552914574713,
2024-09-06 05:10:00,noise_5,,20.789090399863422,
2024-09-06 05:20:00,noise_5,,20.880099409372338,
2024-09-06 05:30:00,noise_5,,21.010334573853886,
2024-09-06 05:40:00,noise_5,,21.047574844122828,
2024-09-06 05:50:00,noise_5,,21.07617104097669,
